Target Position,Measured Position,Measured Velocity,Measured Iq
5.192,5.182,-0.028,0.012
5.192,5.183,0.024,0.015
5.192,5.183,0.08,0.009
5.192,5.183,0.004,0.005
5.192,5.183,-0.004,0.006
5.192,5.183,-0.014,0.015
5.192,5.184,0.155,0.021
5.192,5.182,-0.077,0.013
5.192,5.183,0.055,0.025
5.192,5.183,0.158,0.007
5.192,5.183,0.061,0.019
5.192,5.183,0.056,0.003
5.192,5.183,-0.025,0.008
5.192,5.183,0.057,0.017
5.192,5.183,0.02,0.006
5.192,5.183,-0.015,0.007
5.192,5.183,0.02,0.007
5.192,5.183,-0.051,0.02
5.192,5.182,-0.111,0.012
5.192,5.183,0.037,0.015
5.192,5.183,-0.034,0.006
5.192,5.183,-0.002,0.013
5.192,5.183,0,0.003
5.192,5.183,-0.027,0.023
5.192,5.183,0.059,0.007
5.192,5.183,-0.028,0.014
5.192,5.182,-0.093,0.018
5.192,5.183,0.044,0.008
5.192,5.182,-0.094,0.012
5.192,5.183,0,0.01
5.192,5.183,0.088,0.01
5.192,5.181,-0.209,0.02
5.192,5.183,0.099,0.01
5.192,5.183,0.084,0.011
5.192,5.183,0.019,0.018
5.192,5.183,0.034,0.014
5.192,5.183,0.097,0.012
5.192,5.183,0.077,0.015
5.192,5.183,0.013,0.024
5.192,5.183,0.006,0.005
5.192,5.184,0.14,0.015
5.192,5.182,-0.169,0.018
5.192,5.183,0.089,0.01
5.192,5.183,0.008,0.028
5.192,5.183,0.095,0.008
5.192,5.183,-0.024,0.016
5.192,5.182,-0.143,0.014
5.192,5.183,0.022,0.016
5.192,5.182,-0.12,0.018
5.192,5.182,-0.089,0.013
5.192,5.183,0.107,0.008
5.192,5.183,-0.052,0.015
5.192,5.182,-0.121,0.014
5.192,5.183,0.066,0.011
5.192,5.183,-0.002,0.017
5.192,5.183,-0.007,0.014
5.192,5.183,0.007,0.022
5.192,5.184,0.12,0.015
5.192,5.182,-0.139,0.011
5.192,5.183,0.009,0.013
5.192,5.183,0.003,0.025
5.192,5.183,-0.038,0.018
5.192,5.183,0.075,0.021
5.192,5.183,0.004,0.009
5.192,5.183,0.007,0.018
5.192,5.183,-0.004,0.007
5.192,5.183,-0.01,0.011
5.192,5.183,-0.004,0.013
5.192,5.183,0.058,0.01
5.192,5.183,0.069,0.008
5.192,5.183,0.079,0.019
5.192,5.183,-0.056,0.003
5.192,5.182,-0.114,0.016
5.192,5.181,-0.223,0.016
5.192,5.183,-0.024,0.015
5.192,5.182,-0.076,0.013
5.192,5.183,-0.024,0.013
5.192,5.183,0.099,0.025
5.192,5.183,0.046,-0.003
5.192,5.183,-0.03,0.013
5.192,5.183,-0.037,0.012
5.192,5.183,0.091,0.005
5.192,5.183,0.041,0.011
5.192,5.183,0.033,0.006
5.192,5.183,0.061,0.018
5.192,5.182,-0.066,-0.004
5.192,5.183,0.031,0.022
5.192,5.183,0.057,0.011
5.192,5.183,0.035,0.009
5.192,5.183,-0.026,0.019
5.192,5.183,0.076,0.007
5.192,5.182,-0.079,0.016
5.192,5.182,-0.093,0.01
5.192,5.183,0.005,0.009
5.192,5.183,-0.066,0.015
5.192,5.183,0.015,0.013
5.192,5.183,-0.008,0.014
5.192,5.183,0.01,0.015
5.192,5.183,-0.006,0
5.192,5.183,0.005,0.016
5.192,5.183,0.035,0.017
5.192,5.183,-0.063,0.021
5.192,5.183,-0.002,0.006
5.192,5.183,0.001,0.015
5.192,5.183,0.011,0.007
5.192,5.183,0.095,0.011
5.192,5.183,-0.029,0.015
5.192,5.183,-0.051,0.015
5.192,5.183,-0.037,0.01
5.192,5.182,-0.101,0.006
5.192,5.183,-0.01,0.005
5.192,5.183,0.025,0.018
5.192,5.183,0.092,0.01
5.192,5.182,-0.174,0.014
5.192,5.184,0.137,0.009
5.192,5.182,-0.114,-0.003
5.192,5.183,0.018,0.011
5.192,5.183,-0.03,0.014
5.192,5.183,0.076,0.009
5.192,5.182,-0.13,0.009
5.192,5.182,-0.061,0.003
5.192,5.183,0.055,0.016
5.192,5.183,-0.008,0.008
5.192,5.183,-0.014,0.01
5.192,5.182,-0.083,0.005
5.192,5.183,0.027,0.004
5.192,5.183,0.038,0.01
5.192,5.183,0.03,0.007
5.192,5.183,0.082,0.006
5.192,5.183,0.012,0.008
5.192,5.183,0.007,0.013
5.192,5.184,0.129,0.009
5.192,5.183,-0.045,0.01
5.192,5.183,-0.058,0.025
5.192,5.183,0.039,0.01
5.192,5.183,-0.042,0.018
5.192,5.183,0.057,0.027
5.192,5.183,-0.023,0.012
5.192,5.183,0.09,-0.001
5.192,5.183,-0.02,0.004
5.192,5.183,-0.018,0.011
5.192,5.183,0.044,0.015
5.192,5.182,-0.139,0.01
5.192,5.183,-0.03,0.017
5.192,5.183,0.093,0.008
5.192,5.183,-0.035,0.012
5.192,5.183,-0.015,0.006
5.192,5.184,0.144,0.018
5.192,5.183,-0.027,0.007
5.192,5.183,-0.034,0
5.192,5.183,-0.032,0.013
5.192,5.183,-0.032,0.002
5.192,5.183,-0.048,0.013
5.192,5.182,-0.115,0.008
5.192,5.183,-0.023,0.016
5.192,5.183,-0.022,0.009
5.192,5.183,0.1,0.007
5.192,5.183,0.051,0.013
5.192,5.183,0.055,0.002
5.192,5.183,0.029,0.024
5.192,5.183,0.094,0.011
5.192,5.183,0.032,0.014
5.192,5.183,0.041,-0.001
5.192,5.183,0.023,0.007
5.192,5.182,-0.09,0.004
5.192,5.182,-0.111,0.005
5.192,5.183,0.074,0.012
5.192,5.183,-0.034,0.004
5.192,5.183,-0.021,0.007
5.192,5.183,-0.016,0.005
5.192,5.184,0.116,0.013
5.192,5.183,-0.006,0.007
5.192,5.183,0.005,0.006
5.192,5.182,-0.119,0.01
5.192,5.183,-0.001,0.01
5.192,5.183,-0.075,0.004
5.192,5.184,0.125,0.006
5.192,5.183,0.06,0.016
5.192,5.184,0.117,0.018
5.192,5.183,0.063,0.009
5.192,5.183,-0.06,0.007
5.192,5.183,-0.081,0.003
5.192,5.183,0.048,0.018
5.192,5.183,-0.018,0.008
5.192,5.183,-0.115,0.007
5.192,5.183,-0.109,0.008
5.192,5.184,0.095,0
5.192,5.184,0.13,0.016
5.192,5.183,-0.09,0.016
5.192,5.184,0.146,0.015
5.192,5.183,-0.038,0.006
5.192,5.183,-0.027,0.015
5.192,5.183,-0.078,0.017
5.192,5.183,-0.032,0.023
5.192,5.183,-0.011,0.001
5.192,5.183,-0.029,0.007
5.192,5.183,-0.071,0.009
5.192,5.183,0.052,0.01
5.192,5.183,0.042,0.012
5.192,5.183,-0.022,0.006
5.192,5.183,0.021,0.013
5.192,5.183,-0.046,0.011
5.192,5.182,-0.117,0.007
5.192,5.183,0.07,0.008
5.192,5.184,0.122,0.009
5.192,5.183,0.049,0.018
5.192,5.183,0.054,0.013
5.192,5.184,0.1,0.018
5.192,5.184,0.116,0.008
5.192,5.183,0.059,0.018
5.192,5.183,-0.006,0.017
5.192,5.184,0.158,0.01
5.192,5.183,-0.049,0.019
5.192,5.184,0.131,0.013
5.192,5.183,-0.059,0.017
5.192,5.183,0.079,0.013
5.192,5.183,0.057,-0.001
5.192,5.182,-0.114,0.021
5.192,5.183,0.088,0.007
5.192,5.184,0.119,0.018
5.192,5.183,-0.069,0.006
5.192,5.184,0.125,0.005
5.192,5.183,0.036,0.014
5.192,5.184,0.107,0.009
5.192,5.184,0.101,0.008
5.192,5.183,-0.028,0.018
5.192,5.183,0.055,0.01
5.192,5.184,0.165,0.011
5.192,5.183,-0.082,0.01
5.192,5.183,0.054,0.016
5.192,5.183,0.056,0.012
5.192,5.183,0.062,0.005
5.192,5.183,-0.043,0.014
5.192,5.184,0.088,0.018
5.192,5.184,0.094,0.001
5.192,5.184,0.113,0.009
5.192,5.183,-0.044,0.013
5.192,5.184,0.103,0.013
5.192,5.183,-0.01,0.014
5.192,5.183,0.042,0.004
5.192,5.182,-0.134,0.016
5.192,5.183,0.046,0.011
5.192,5.183,0.003,0.008
5.192,5.183,0.012,0.015
5.192,5.184,0.067,0.013
5.192,5.184,0.075,0.012
5.192,5.182,-0.157,0.018
5.192,5.183,0.027,0.014
5.192,5.183,-0.022,0.014
5.192,5.183,0.055,0.02
5.192,5.183,-0.004,0.005
5.192,5.183,0.052,0.016
5.192,5.183,-0.011,0.008
5.192,5.183,-0.037,0.008
5.192,5.184,0.096,0.016
5.192,5.183,-0.014,0.017
5.192,5.182,-0.128,0.01
5.192,5.183,0.038,0.009
5.192,5.183,-0.027,0.011
5.192,5.183,0.034,0.019
5.192,5.183,0.05,0.023
5.192,5.183,0.048,0.004
5.192,5.184,0.156,0.012
5.192,5.184,0.094,0.014
5.192,5.183,0.041,0.008
5.192,5.184,0.093,0.012
5.192,5.183,-0.094,0.01
5.192,5.183,-0.014,0.011
5.192,5.183,0.045,0.015
5.192,5.183,-0.01,-0.002
5.192,5.183,0.032,0.006
5.192,5.184,0.09,0.014
5.192,5.183,0.017,0.011
5.192,5.183,-0.03,0.013
5.192,5.183,-0.028,0.021
5.192,5.182,-0.111,0.021
5.192,5.182,-0.122,0.028
5.192,5.183,-0.055,0.023
5.192,5.183,0.097,0.007
5.192,5.183,0.023,0.015
5.192,5.183,0.001,0.011
5.192,5.183,0.005,0.013
5.192,5.183,0.008,0.01
5.192,5.184,0.131,-0.005
5.192,5.183,0.05,0.012
5.192,5.183,0.03,0.015
5.192,5.183,-0.106,0.014
5.192,5.184,0.152,0.018
5.192,5.183,-0.031,0.009
5.192,5.183,-0.081,0.015
5.192,5.183,0.056,0.011
5.192,5.184,0.094,0.023
5.192,5.184,0.215,0.012
5.192,5.184,0.129,0.011
5.192,5.183,0.045,0.022
5.192,5.183,-0.018,0.009
5.192,5.182,-0.129,0.007
5.192,5.182,-0.127,0.015
5.192,5.183,0.007,0.014
5.192,5.183,0.003,0.006
5.192,5.183,-0.017,0.008
5.192,5.183,-0.063,0.013
5.192,5.183,0.047,0.013
5.192,5.183,-0.089,0.013
5.192,5.183,-0.053,0.02
5.192,5.183,0.103,0.019
5.192,5.183,-0.037,0.017
5.192,5.182,-0.13,0.014
5.192,5.183,0.127,0.016
5.192,5.183,0,0.016
5.192,5.182,-0.035,0.003
5.192,5.182,-0.045,0.019
5.192,5.182,-0.119,0.022
5.192,5.182,-0.118,0.014
5.192,5.182,-0.057,0.004
5.192,5.183,0.003,0.01
5.192,5.182,-0.115,0.002
5.192,5.182,-0.068,0.006
5.192,5.181,-0.188,0.003
5.192,5.182,-0.123,0.018
5.192,5.184,0.177,0.016
5.192,5.183,-0.006,0.012
5.192,5.183,0.042,0.015
5.192,5.183,0.116,0.01
5.192,5.183,0.044,0.022
5.192,5.182,-0.074,0.006
5.192,5.183,0.034,0.019
5.192,5.183,0.061,0.017
5.192,5.183,-0.018,0.007
5.192,5.182,-0.099,0.013
5.192,5.183,0.102,0.026
5.192,5.183,0.023,0.018
5.192,5.183,0.039,0.017
5.192,5.183,0,0.007
5.192,5.183,-0.031,0.007
5.192,5.181,-0.209,0.007
5.192,5.183,-0.049,0.015
5.192,5.183,-0.032,0.006
5.192,5.183,-0.057,0.008
5.192,5.182,-0.177,0.013
5.192,5.183,0.055,0.012
5.192,5.183,-0.005,0.013
5.192,5.183,0.061,0.018
5.192,5.183,-0.068,0.011
5.192,5.183,-0.012,0.019
5.192,5.183,0.059,0.003
5.192,5.183,-0.018,0.019
5.192,5.182,-0.12,0.028
5.192,5.183,-0.025,0.008
5.192,5.182,-0.094,0.017
5.192,5.182,-0.071,0.02
5.192,5.183,0.042,0.013
5.192,5.183,0.042,0.01
5.192,5.183,-0.009,0.009
5.192,5.183,0.054,0.012
5.192,5.183,-0.012,0.022
5.192,5.183,0.011,0.018
5.192,5.183,0.002,0.009
5.192,5.184,0.1,0.019
5.192,5.183,0.055,0.018
5.192,5.183,-0.017,0.022
5.192,5.183,0.037,0.018
5.192,5.183,-0.057,0.013
5.192,5.183,0.013,0.014
5.192,5.182,-0.153,0.012
5.192,5.183,-0.036,0.003
5.192,5.184,0.139,0.018
5.192,5.184,0.121,0.009
5.192,5.183,-0.068,0.018
5.192,5.183,0.015,0.01
5.192,5.183,-0.048,0.02
100,5.184,0.131,0.019
100,5.184,0.08,0.043
100,5.189,0.419,0.11
100,5.205,1.529,0.199
100,5.236,2.951,0.368
100,5.318,7.982,0.559
100,5.523,19.707,0.652
100,5.95,39.872,0.449
100,6.515,53.742,0.152
100,7.143,61.52,0.143
100,7.778,62.934,0.066
100,8.378,60.251,-0.016
100,8.937,56.45,0.047
100,9.447,51.821,0.113
100,9.966,52.732,0.263
100,10.568,60.356,0.353
100,11.299,72.016,0.401
100,12.186,86.501,0.334
100,13.165,95.784,0.288
100,14.222,103.994,0.209
100,15.302,107.981,0.006
100,16.374,107.341,-0.071
100,17.438,106.213,0.118
100,18.51,106.875,0.17
100,19.601,108.961,0.23
100,20.741,113.785,0.269
100,21.987,123.408,0.42
100,23.346,133.868,0.326
100,24.802,144.051,0.307
100,26.318,150.351,0.174
100,27.89,156.819,0.03
100,29.453,156.995,0.193
100,31.031,158.136,0.195
100,32.611,158.122,0.154
100,34.225,160.97,0.185
100,35.899,167.043,0.319
100,37.655,175.707,0.343
100,39.484,182.613,0.366
100,41.41,190.988,0.19
100,43.412,198.514,0.224
100,45.483,205.792,0.285
100,47.563,208.431,0.241
100,49.649,208.955,-0.004
100,51.745,208.806,0.295
100,53.867,210.932,0.211
100,56.054,217.714,0.189
100,58.234,218.349,0.186
100,60.386,215.218,-0.243
100,62.456,207.471,-0.032
100,64.419,197.357,-0.018
100,66.231,183.773,-0.014
100,67.938,172.741,0.094
100,69.6,166.548,0.147
100,71.232,163.029,0.073
100,72.879,164.371,-0.066
100,74.526,165.859,0.005
100,76.179,165.106,0.103
100,77.796,161.638,0.057
100,79.356,154.85,-0.088
100,80.802,145.393,-0.097
100,82.155,135.939,-0.003
100,83.395,125.832,0.052
100,84.575,119.384,-0.239
100,85.711,114.765,0.129
100,86.845,113.341,0.173
100,88.007,115.91,0.007
100,89.137,114.193,0.024
100,90.23,109.945,0.039
100,91.264,103.528,-0.01
100,92.209,95.198,-0.034
100,93.064,86.559,-0.033
100,93.837,78.605,-0.012
100,94.528,70.274,0
100,95.172,65.29,0.072
100,95.796,62.542,0.092
100,96.418,62.603,0.085
100,97.038,62.309,0.096
100,97.63,59.595,0.039
100,98.18,54.992,-0.032
100,98.665,48.596,-0.012
100,99.072,41.428,-0.08
100,99.37,31.787,-0.086
100,99.59,22.267,-0.06
100,99.639,6.914,0.071
100,99.608,-1.068,0.194
100,99.606,0.253,0.288
100,99.645,3.476,0.324
100,99.717,6.91,0.279
100,99.9,17.149,0.04
100,100.101,18.439,0.035
100,100.193,9.759,-0.054
100,100.176,-0.351,-0.088
100,100.074,-9.087,-0.001
100,99.943,-12.439,0.015
100,99.877,-6.368,0.054
100,99.931,3.619,0.04
100,99.988,4.833,0.056
100,99.98,-0.275,0.048
100,99.963,-1.228,0.028
100,99.969,0.361,0.035
100,99.967,-0.224,0.048
100,99.968,0.081,0.031
100,99.967,-0.116,0.032
100,99.968,0.151,0.03
100,99.967,-0.078,0.031
100,99.968,0.142,0.04
100,99.968,0.139,0.044
100,99.968,0.017,0.029
100,99.967,-0.035,0.051
100,99.967,-0.036,0.041
100,99.967,-0.093,0.036
100,99.968,0.03,0.033
100,99.967,-0.091,0.041
100,99.967,-0.045,0.027
100,99.967,-0.082,0.041
100,99.968,0.01,0.048
100,99.967,-0.04,0.031
100,99.966,-0.167,0.03
100,99.968,0.096,0.034
100,99.966,-0.184,0.036
100,99.968,0.034,0.021
100,99.968,0.087,0.033
100,99.967,-0.093,0.041
100,99.968,0.01,0.039
100,99.967,-0.045,0.031
100,99.967,-0.036,0.027
100,99.968,0.005,0.034
100,99.967,-0.096,0.029
100,99.967,-0.045,0.032
100,99.968,0.005,0.052
100,99.968,0.087,0.046
100,99.968,0.038,0.031
100,99.966,-0.14,0.032
100,99.968,0.02,0.033
100,99.967,-0.032,0.024
100,99.968,0.16,0.026
100,99.967,-0.028,0.036
100,99.966,-0.15,0.041
100,99.968,0.043,0.033
100,99.968,0.093,0.042
100,99.968,0.016,0.039
100,99.967,-0.006,0.051
100,99.967,-0.012,0.039
100,99.967,-0.07,0.043
100,99.968,0.082,0.025
100,99.968,0.064,0.042
100,99.967,0.002,0.048
100,99.968,0.066,0.054
100,99.968,0.05,0.037
100,99.968,0.058,0.031
100,99.966,-0.125,0.045
100,99.968,0.063,0.043
100,99.968,0.064,0.047
100,99.968,0.057,0.028
100,99.967,-0.072,0.038
100,99.967,-0.06,0.05
100,99.967,-0.06,0.039
100,99.968,0.117,0.022
100,99.968,0.022,0.033
100,99.968,0.004,0.06
100,99.968,0.049,0.046
100,99.966,-0.144,0.037
100,99.967,-0.048,0.035
100,99.968,0.137,0.038
100,99.967,0.018,0.032
100,99.968,0.069,0.041
100,99.968,0.105,0.024
100,99.968,0.034,0.043
100,99.968,0.139,0.053
100,99.967,-0.079,0.043
100,99.968,0.023,0.04
100,99.967,-0.012,0.039
100,99.968,0.035,0.032
100,99.968,0.05,0.038
100,99.968,0.03,0.027
100,99.967,-0.031,0.04
100,99.968,0.058,0.028
100,99.966,-0.207,0.037
100,99.967,-0.013,0.039
100,99.968,0.115,0.044
100,99.968,0.06,0.041
100,99.967,-0.075,0.039
100,99.968,0.054,0.027
100,99.968,0.097,0.034
100,99.968,0.131,0.028
100,99.968,0.043,0.05
100,99.967,-0.062,0.04
100,99.968,0.173,0.05
100,99.967,0.009,0.039
100,99.967,-0.021,0.035
100,99.968,0.038,0.045
100,99.967,0.007,0.035
100,99.968,0.057,0.045
100,99.967,-0.045,0.051
100,99.967,-0.052,0.035
100,99.967,-0.037,0.055
100,99.967,-0.027,0.029
100,99.966,-0.091,0.033
100,99.967,0.018,0.043
100,99.967,-0.038,0.039
100,99.966,-0.124,0.031
100,99.967,-0.062,0.034
100,99.967,-0.063,0.033
100,99.968,0.179,0.025
100,99.968,0.034,0.05
100,99.967,-0.001,0.045
100,99.967,-0.033,0.038
100,99.968,0.037,0.038
100,99.967,-0.019,0.037
100,99.967,-0.083,0.03
100,99.968,0.034,0.044
100,99.968,0.164,0.052
100,99.967,-0.059,0.039
100,99.966,-0.096,0.039
100,99.967,-0.05,0.027
100,99.966,-0.1,0.034
100,99.967,-0.022,0.042
100,99.967,-0.022,0.027
100,99.967,0.046,0.045
100,99.966,-0.115,0.027
100,99.967,0.042,0.025
100,99.966,-0.151,0.039
100,99.967,-0.021,0.04
100,99.966,-0.13,0.021
100,99.966,-0.059,0.036
100,99.966,-0.048,0.028
100,99.967,0.049,0.036
100,99.966,-0.122,0.039
100,99.967,0.038,0.033
100,99.966,-0.11,0.023
100,99.967,0.037,0.036
100,99.966,-0.061,0.029
100,99.966,-0.092,0.025
100,99.967,0.031,0.033
100,99.967,-0.05,0.046
100,99.966,-0.22,0.041
100,99.967,-0.042,0.041
100,99.967,0.031,0.048
100,99.968,0.197,0.028
100,99.967,0.053,0.035
100,99.967,-0.015,0.036
100,99.968,0.1,0.039
100,99.967,0.027,0.035
100,99.966,-0.13,0.038
100,99.967,0.047,0.034
100,99.966,-0.085,0.032
100,99.968,0.084,0.024
100,99.966,-0.09,0.031
100,99.966,-0.11,0.036
100,99.968,0.084,0.037
100,99.967,-0.037,0.039
100,99.967,-0.002,0.043
100,99.966,-0.104,0.032
100,99.966,-0.091,0.041
100,99.967,0.029,0.036
100,99.968,0.097,0.039
100,99.967,0.027,0.043
100,99.968,0.108,0.032
100,99.967,-0.045,0.051
100,99.968,0.083,0.03
100,99.967,0.019,0.028
100,99.967,0.012,0.034
100,99.968,0.06,0.049
100,99.967,0.032,0.033
100,99.967,0.045,0.017
100,99.968,0.098,0.032
100,99.966,-0.094,0.027
100,99.967,0.008,0.038
100,99.966,-0.068,0.033
100,99.967,0.024,0.027
100,99.967,-0.043,0.043
100,99.967,0.007,0.059
100,99.967,-0.04,0.039
100,99.967,-0.024,0.029
100,99.968,0.158,0.034
100,99.967,-0.047,0.044
100,99.967,0.057,0.034
100,99.967,-0.052,0.028
100,99.967,-0.037,0.03
100,99.968,0.069,0.028
100,99.967,0.024,0.048
100,99.967,0.039,0.023
100,99.966,-0.099,0.032
100,99.967,0.011,0.038
100,99.967,-0.034,0.045
100,99.968,0.085,0.03
100,99.968,0.051,0.041
100,99.967,0.003,0.023
100,99.967,-0.025,0.037
100,99.968,0.036,0.029
100,99.968,0.098,0.03
100,99.968,0.12,0.042
100,99.967,-0.074,0.043
100,99.968,0.038,0.031
100,99.968,0.066,0.029
100,99.968,0.033,0.032
100,99.968,0.023,0.038
100,99.967,-0.102,0.038
100,99.968,0.047,0.034
100,99.966,-0.144,0.038
100,99.967,-0.001,0.04
100,99.968,0.075,0.038
100,99.968,0.115,0.037
100,99.967,-0.07,0.037
100,99.968,0.058,0.032
100,99.966,-0.162,0.044
100,99.968,0.085,0.036
100,99.966,-0.238,0.035
100,99.966,-0.167,0.029
100,99.967,0.005,0.032
100,99.967,0.008,0.039
100,99.967,0.019,0.033
100,99.966,-0.11,0.038
100,99.966,-0.106,0.033
100,99.967,-0.064,0.042
100,99.967,-0.068,0.018
100,99.968,0.101,0.037
100,99.967,-0.026,0.035
100,99.968,0.052,0.028
100,99.968,0.035,0.027
100,99.968,0.039,0.053
100,99.966,-0.106,0.037
100,99.968,0.144,0.033
100,99.967,-0.053,0.024
100,99.968,0.057,0.028
100,99.968,0.161,0.042
100,99.968,0.046,0.032
100,99.967,-0.046,0.026
100,99.968,0.092,0.038
100,99.966,-0.161,0.039
100,99.968,-0.005,0.027
100,99.967,-0.091,0.028
100,99.968,0.004,0.024
100,99.968,-0.001,0.042
100,99.968,0.022,0.028
100,99.968,0.012,0.028
100,99.968,0.013,0.024
100,99.968,0.007,0.029
100,99.968,-0.026,0.031
100,99.969,0.18,0.046
100,99.968,0.013,0.044
100,99.966,-0.163,0.042
100,99.966,-0.161,0.033
100,99.968,0.098,0.027
100,99.968,0.052,0.033
100,99.967,-0.035,0.04
100,99.967,-0.007,0.041
100,99.967,-0.005,0.053
100,99.968,0.123,0.035
100,99.967,-0.005,0.032
100,99.967,-0.001,0.043
100,99.967,-0.054,0.041
100,99.968,0.119,0.039
100,99.968,0.083,0.028
100,99.968,0.034,0.051
100,99.968,0.072,0.025
100,99.968,0.17,0.036
100,99.968,0.066,0.048
100,99.966,-0.141,0.037
100,99.967,0.016,0.039
100,99.967,-0.048,0.03
100,99.967,0.018,0.043
100,99.967,-0.037,0.042
100,99.967,0.001,0.047
100,99.967,-0.008,0.038
100,99.967,-0.008,0.033
100,99.967,-0.066,0.034
100,99.967,0.025,0.027
100,99.968,0.094,0.039
100,99.967,0.009,0.032
100,99.966,-0.117,0.032
100,99.967,-0.062,0.038
100,99.968,0.208,0.043
100,99.967,0.014,0.033
100,99.968,0.128,0.048
100,99.967,-0.004,0.039
100,99.968,0.046,0.037
100,99.968,0.115,0.039
100,99.967,-0.054,0.029
100,99.967,-0.064,0.034
100,99.968,0.097,0.043
100,99.968,0.092,0.023
100,99.967,-0.044,0.038
100,99.968,0.056,0.045
100,99.968,0.111,0.028
100,99.967,-0.073,0.042
100,99.967,-0.005,0.045
100,99.967,-0.062,0.034
100,99.966,-0.177,0.033
100,99.968,0.169,0.039
100,99.968,0.037,0.038
100,99.968,0.053,0.04
100,99.968,0.034,0.042
100,99.967,-0.086,0.027
100,99.967,-0.034,0.034
100,99.968,0.025,0.043
100,99.967,-0.051,0.061
100,99.966,-0.099,0.038
100,99.966,-0.092,0.042
100,99.967,-0.036,0.044
100,99.968,0.065,0.04
100,99.968,0.126,0.036
100,99.968,0.034,0.056
100,99.967,-0.03,0.041
100,99.968,0.045,0.036
100,99.967,-0.02,0.045
100,99.967,-0.03,0.038
100,99.968,0.045,0.027
100,99.968,0.058,0.051
100,99.967,-0.081,0.046
100,99.968,-0.017,0.036
100,99.967,-0.146,0.021
100,99.968,0.057,0.053
100,99.968,0.001,0.034
100,99.968,0.058,0.037
100,99.968,0.072,0.031
100,99.967,-0.053,0.035
100,99.967,-0.067,0.052
100,99.968,0.043,0.038
100,99.968,0.103,0.042
100,99.967,-0.139,0.047
100,99.966,-0.194,0.057
100,99.967,-0.028,0.026
100,99.967,-0.044,0.044
100,99.968,0.06,0.05
100,99.967,-0.116,0.043
100,99.968,0.121,0.028
100,99.968,0.002,0.038
100,99.968,0.049,0.042
100,99.968,0.016,0.047
100,99.968,-0.014,0.044
100,99.968,0.008,0.043
100,99.967,-0.062,0.036
100,99.968,0.023,0.038
100,99.967,-0.112,0.036
100,99.967,-0.106,0.025
100,99.968,0.091,0.023
100,99.968,0.104,0.025
100,99.967,-0.109,0.03
100,99.968,0.013,0.04
100,99.967,-0.089,0.036
100,99.966,-0.143,0.032
100,99.967,-0.048,0.049
100,99.968,0.05,0.047
100,99.966,-0.153,0.032
100,99.967,-0.067,0.042
100,99.967,-0.058,0.042
100,99.967,-0.073,0.045
100,99.967,0.001,0.031
100,99.968,0.037,0.037
100,99.967,-0.074,0.045
100,99.967,-0.015,0.046
100,99.966,-0.192,0.036
100,99.967,-0.088,0.057
100,99.968,0.044,0.031
100,99.968,0.053,0.043
100,99.968,0.058,0.035
100,99.968,0.131,0.037
500,99.967,-0.002,0.044
500,99.966,-0.161,0.073
500,99.971,0.337,0.134
500,99.985,1.339,0.217
500,100.027,4.164,0.431
500,100.15,11.693,0.48
500,100.422,26.336,0.344
500,100.844,39.714,0.373
500,101.376,51.107,0.2
500,101.962,57.032,0.139
500,102.543,57.923,0.031
500,103.114,57.315,0.066
500,103.649,53.92,0.09
500,104.172,52.599,0.086
500,104.737,56.718,0.309
500,105.386,64.7,0.346
500,106.157,76.129,0.284
500,107.038,86.428,0.16
500,107.996,94.457,0.198
500,109.008,100.643,0.204
500,110.05,103.742,0.174
500,111.099,104.782,0.148
500,112.161,105.981,0.162
500,113.245,107.545,0.185
500,114.364,111.964,0.215
500,115.535,117.479,0.284
500,116.794,125.018,0.302
500,118.14,133.294,0.324
500,119.581,141.881,0.056
500,121.078,148.818,0.228
500,122.607,152.605,0.214
500,124.149,154.119,0.134
500,125.717,156.308,0.042
500,127.292,156.927,0.275
500,128.928,162.886,0.324
500,130.611,168.298,0.346
500,132.39,176.461,0.346
500,134.242,183.562,0.32
500,136.176,190.553,0.344
500,138.158,196.763,0.286
500,140.193,202.528,-0.06
500,142.238,204.594,0.188
500,144.313,207.774,0.225
500,146.401,208.566,-0.032
500,148.53,211.353,0.278
500,150.742,220.461,0.372
500,152.998,225.892,0.388
500,155.336,232.764,-0.092
500,157.752,239.508,0.372
500,160.241,247.888,0.302
500,162.748,251.794,-0.044
500,165.291,254.353,0.067
500,167.874,257.436,-0.032
500,170.48,259.276,0.304
500,173.14,265.675,0.324
500,175.825,269.908,0.388
500,178.58,276.293,0.412
500,181.405,281.914,0.188
500,184.301,286.875,0.093
500,187.28,296.546,0.376
500,190.29,301.094,0.396
500,193.342,304.528,0.19
500,196.441,308.295,0.333
500,199.561,309.575,0.089
500,202.737,315.989,0.39
500,205.919,318.75,0.238
500,209.154,323.019,0.297
500,212.463,328.951,0.477
500,215.879,340.037,0.358
500,219.335,343.205,0.067
500,222.878,353.386,0.069
500,226.44,358.052,-0.033
500,230.044,360.19,-0.085
500,233.68,362.529,0.147
500,237.343,363.863,0.21
500,241.088,372.484,0.246
500,244.835,375.948,0.368
500,248.616,378.567,0.419
500,252.474,384.219,0.122
500,256.408,392.809,0.531
500,260.392,400.14,-0.411
500,264.424,404.338,0.491
500,268.552,411.62,0.133
500,272.74,416.38,0.381
500,276.951,420.987,0.387
500,281.162,423.006,-0.003
500,285.424,426.542,0.214
500,289.702,427.23,0.409
